20170047;;;;MF157515.1;STD;;;;29118626;;;;;;;;2019-05-17;false;mitochondrion;linear;;a5d3bdada6089fae6975a278a92a2c27;Ledella knudseni;;;2053988;;;;genomic DNA;public;;;;Ledella knudseni voucher NHMUK 20170047 cytochrome c oxidase subunit I (COI) gene, partial cds mitochondrial.;MF157515;;;;;;;;;;;false;2017-12-01;;;;654;NHMUK 20170047;;;INV;;13.76 N 116.49 W;;;;1
20170046;;;;MF157514.1;STD;;;;29118626;;;;;;;;2019-05-17;false;mitochondrion;linear;;171dd70db4e38b922186c963e5b49274;Bathyspinula calcar;;;1353797;;;;genomic DNA;public;;;;Bathyspinula calcar voucher NHMUK 20170046 cytochrome c oxidase subunit I (COI) gene, partial cds mitochondrial.;MF157514;;;;;;;;;;;false;2017-12-01;;;;671;NHMUK 20170046;;;INV;;13.76 N 116.49 W;;;;1
20170072;;;;MF157495.1;STD;;;;29118626;;;;;;;;2019-05-17;false;;linear;;cec20ce7e628b35ad2b521591dd9dcc5;Veleropilina oligotropha;;;2053990;;;;genomic DNA;public;;;;Veleropilina oligotropha voucher NHMUK 20170072 18S ribosomal RNA gene, partial sequence.;MF157495;;;;;;;;;;;false;2017-12-01;;;;1678;NHMUK 20170072;;;INV;;13.86 N 116.55 W;;;;1
20170072;;;;MF157522.1;STD;;;;29118626;;;;;;;;2019-05-17;false;mitochondrion;linear;;508887cb468e10a3d950d3d8d0c32ef1;Veleropilina oligotropha;;;2053990;;;;genomic DNA;public;;;;Veleropilina oligotropha voucher NHMUK 20170072 cytochrome c oxidase subunit I (COI) gene, partial cds mitochondrial.;MF157522;;;;;;;;;;;false;2017-12-01;;;;595;NHMUK 20170072;;;INV;;13.86 N 116.55 W;;;;1
20170072;;;;MF157465.1;STD;;;;29118626;;;;;;;;2019-05-17;false;mitochondrion;linear;;6ac2c5925af34eca88ce1824c1f79866;Veleropilina oligotropha;;;2053990;;;;genomic DNA;public;;;;Veleropilina oligotropha voucher NHMUK 20170072 16S ribosomal RNA gene, partial sequence mitochondrial.;MF157465;;;;;;;;;;;false;2017-12-01;;;;316;NHMUK 20170072;;;INV;;13.86 N 116.55 E;;;;1
20170045;;;;MF157506.1;STD;;;;29118626;;;;;;;;2019-05-17;false;mitochondrion;linear;;0c3293e47901f81b9af8d6bc8c66dac9;Bathyspinula calcar;;;1353797;;;;genomic DNA;public;;;;Bathyspinula calcar voucher NHMUK 20170045 cytochrome c oxidase subunit I (COI) gene, partial cds mitochondrial.;MF157506;;;;;;;;;;;false;2017-12-01;;;;555;NHMUK 20170045;;;INV;;13.76 N 116.7 W;;;;1
20170040;;;;MF157474.1;STD;;;;29118626;;;;;;;;2019-05-17;false;;linear;;fdb31c9d536be18be1059c6c1dea2483;Vesicomya galatheae;;;2053991;;;;genomic DNA;public;;;;Vesicomya galatheae voucher NHMUK 20170040 18S ribosomal RNA gene, partial sequence.;MF157474;;;;;;;;;;;false;2017-12-01;;;;1701;NHMUK 20170040;;;INV;;13.76 N 116.7 W;;;;1
20170048;;;;MF157491.1;STD;;;;29118626;;;;;;;;2019-05-17;false;;linear;;f4a549c1f32f8670859b4af3d176acbd;Ledella knudseni;;;2053988;;;;genomic DNA;public;;;;Ledella knudseni voucher NHMUK 20170048 18S ribosomal RNA gene, partial sequence.;MF157491;;;;;;;;;;;false;2017-12-01;;;;1647;NHMUK 20170048;;;INV;;13.76 N 116.49 W;;;;1
20170048;;;;MF157516.1;STD;;;;29118626;;;;;;;;2019-05-17;false;mitochondrion;linear;;da8d590bd8ec7b29fb7cee90a21c42b3;Ledella knudseni;;;2053988;;;;genomic DNA;public;;;;Ledella knudseni voucher NHMUK 20170048 cytochrome c oxidase subunit I (COI) gene, partial cds mitochondrial.;MF157516;;;;;;;;;;;false;2017-12-01;;;;610;NHMUK 20170048;;;INV;;13.76 N 116.49 W;;;;1
20170051;;;;MF157457.1;STD;;;;29118626;;;;;;;;2019-05-17;false;mitochondrion;linear;;486b3fb9af93ff7d2caac5382d0d0312;Nucula profundorum;;;1345009;;;;genomic DNA;public;;;;Nucula profundorum voucher NHMUK 20170051 16S ribosomal RNA gene, partial sequence mitochondrial.;MF157457;;;;;;;;;;;false;2017-12-01;;;;368;NHMUK 20170051;;;INV;;13.76 N 116.7 E;;;;1
20170051;;;;MF157473.1;STD;;;;29118626;;;;;;;;2019-05-17;false;;linear;;87d662285c8cf88581e9a243e6168676;Nucula profundorum;;;1345009;;;;genomic DNA;public;;;;Nucula profundorum voucher NHMUK 20170051 18S ribosomal RNA gene, partial sequence.;MF157473;;;;;;;;;;;false;2017-12-01;;;;1638;NHMUK 20170051;;;INV;;13.76 N 116.7 W;;;;1
20170051;;;;MF157503.1;STD;;;;29118626;;;;;;;;2019-05-17;false;mitochondrion;linear;;dbf6dcf86b6a303305262882228e8011;Nucula profundorum;;;1345009;;;;genomic DNA;public;;;;Nucula profundorum voucher NHMUK 20170051 cytochrome c oxidase subunit I (COI) gene, partial cds mitochondrial.;MF157503;;;;;;;;;;;false;2017-12-01;;;;659;NHMUK 20170051;;;INV;;13.76 N 116.7 W;;;;1
20170052;;;;MF157512.1;STD;;;;29118626;;;;;;;;2019-05-17;false;mitochondrion;linear;;e24fd2b206b44425553106a872d3d11a;Nucula profundorum;;;1345009;;;;genomic DNA;public;;;;Nucula profundorum voucher NHMUK 20170052 cytochrome c oxidase subunit I (COI) gene, partial cds mitochondrial.;MF157512;;;;;;;;;;;false;2017-12-01;;;;645;NHMUK 20170052;;;INV;;13.76 N 116.49 W;;;;1
TIS-C1503;;;;EU110691.1;STD;;;;;;;;;;;;2009-04-26;false;plastid:chloroplast;linear;;8600fa9549dfd66e244a40ee6f01141c;Crocus cyprius;;;481053;;;;genomic DNA;public;;;;Crocus cyprius voucher C1503 ribosomal protein L36 (rpL36) and ribosomal protein S8 (rpS8) genes, partial cds chloroplast.;EU110691;;;;;;;;;;;false;2008-08-31;;;;518;C1503;;;PLN;;;;;;1
TIS-C1503;;;;EU110109.1;STD;;;;;;;;;;;;2009-04-26;false;plastid:chloroplast;linear;;a64363a660f997e76e0ff793b4a60a79;Crocus cyprius;;;481053;;;;genomic DNA;public;;;;Crocus cyprius voucher C1503 photosystem II protein D1 (psbA) gene, partial cds chloroplast.;EU110109;;;;;;;;;;;false;2008-08-31;;;;608;C1503;;;PLN;;;;;;1
TIS-C1503;;;;EU110381.1;STD;;;;;;;;;;;;2009-04-26;false;plastid:chloroplast;linear;;b1ee1645c9ce32f11774c9ae6c166bd2;Crocus cyprius;;;481053;;;;genomic DNA;public;;;;Crocus cyprius voucher C1503 NADH dehydrogenase subunit F (ndhF) gene, partial cds chloroplast.;EU110381;;;;;;;;;;;false;2008-08-31;;;;738;C1503;;;PLN;;;;;;1
TIS-C1503;;;;EU110519.1;STD;;;;;;;;;;;;2009-04-26;false;plastid:chloroplast;linear;;9b68ee2778822b087520761657c2b956;Crocus cyprius;;;481053;;;;genomic DNA;public;;;;Crocus cyprius voucher C1503 RpoC1 (rpoC1) gene, partial cds chloroplast.;EU110519;;;;;;;;;;;false;2008-08-31;;;;575;C1503;;;PLN;;;;;;1
TIS-C1503;;;;EU110244.1;STD;;;;;;;;;;;;2009-04-26;false;plastid:chloroplast;linear;;78fd39dc98b9bb1231ed34efd7017c54;Crocus cyprius;;;481053;;;;genomic DNA;public;;;;Crocus cyprius voucher C1503 AccD (accD) gene, partial cds chloroplast.;EU110244;;;;;;;;;;;false;2008-08-31;;;;367;C1503;;;PLN;;;;;;1
TIS-C1503;;;;EU496934.1;STD;;;;;;;;;;;;2009-03-31;false;plastid:chloroplast;linear;;ae0148a3483b7c5bccc7ea2b33b3ffbc;Crocus cyprius;;;481053;;;;genomic DNA;public;;;;Crocus cyprius voucher C1503 maturase K (matK) gene, partial cds chloroplast.;EU496934;;;;;;;;;;;false;2009-03-31;;;;830;C1503;;;PLN;;;;;;1
TIS-C1512;;;;EU110239.1;STD;;;;;;;;;;;;2009-04-26;false;plastid:chloroplast;linear;;8acc1b78627fab85c358e35580c0db61;Romulea tempskyana;;;481130;;;;genomic DNA;public;;;;Romulea tempskyana voucher C1512 AccD (accD) gene, partial cds chloroplast.;EU110239;;;;;;;;;;;false;2008-08-31;;;;367;C1512;;;PLN;;;;;;1
TIS-C1512;;;;EU110104.1;STD;;;;;;;;;;;;2009-04-26;false;plastid:chloroplast;linear;;9c2bce257e27526fd4ce53bf2f8c14e8;Romulea tempskyana;;;481130;;;;genomic DNA;public;;;;Romulea tempskyana voucher C1512 photosystem II protein D1 (psbA) gene, partial cds chloroplast.;EU110104;;;;;;;;;;;false;2008-08-31;;;;607;C1512;;;PLN;;;;;;1
TIS-C1512;;;;EU110376.1;STD;;;;;;;;;;;;2009-04-26;false;plastid:chloroplast;linear;;0e6f73ede32490383bc02cac9a2a651a;Romulea tempskyana;;;481130;;;;genomic DNA;public;;;;Romulea tempskyana voucher C1512 NADH dehydrogenase subunit F (ndhF) gene, partial cds chloroplast.;EU110376;;;;;;;;;;;false;2008-08-31;;;;762;C1512;;;PLN;;;;;;1
TIS-C1512;;;;EU496929.1;STD;;;;;;;;;;;;2009-03-31;false;plastid:chloroplast;linear;;2a20c5b9da9d91f439e466fe3d4d3c21;Romulea tempskyana;;;481130;;;;genomic DNA;public;;;;Romulea tempskyana voucher C1512 maturase K (matK) gene, partial cds chloroplast.;EU496929;;;;;;;;;;;false;2009-03-31;;;;830;C1512;;;PLN;;;;;;1
TIS-C1512;;;;EU110514.1;STD;;;;;;;;;;;;2009-04-26;false;plastid:chloroplast;linear;;f4a32f5d89c5532e4b29627008a9f92c;Romulea tempskyana;;;481130;;;;genomic DNA;public;;;;Romulea tempskyana voucher C1512 RpoC1 (rpoC1) gene, partial cds chloroplast.;EU110514;;;;;;;;;;;false;2008-08-31;;;;575;C1512;;;PLN;;;;;;1
TIS-C1512;;;;EU110686.1;STD;;;;;;;;;;;;2009-04-26;false;plastid:chloroplast;linear;;b9012307a0236aa766d67e934a4027b3;Romulea tempskyana;;;481130;;;;genomic DNA;public;;;;Romulea tempskyana voucher C1512 ribosomal protein L36 (rpL36) and ribosomal protein S8 (rpS8) genes, partial cds chloroplast.;EU110686;;;;;;;;;;;false;2008-08-31;;;;518;C1512;;;PLN;;;;;;1
TIS-C2639;;;;KF488548.1;STD;;;;;;;;;;;;2014-07-20;false;mitochondrion;linear;;9b1724e66774cc85c421f4c6ba249509;Halodule pinifolia;;;55315;;;;genomic DNA;public;;;;Halodule pinifolia voucher C2639 apocytochrome B (cob) gene, partial cds mitochondrial.;KF488548;;;;;;;;;;;false;2014-07-20;;;;1031;C2639;;;PLN;;;;;;1
TIS-C2639;;;;KF488524.1;STD;;;;;;;;;;;;2014-07-20;false;mitochondrion;linear;;db131263afb66a6629a1be4acf3b743e;Halodule pinifolia;;;55315;;;;genomic DNA;public;;;;Halodule pinifolia voucher C2639 cytochrome c biogenesis B (ccmB) gene, partial cds mitochondrial.;KF488524;;;;;;;;;;;false;2014-07-20;;;;526;C2639;;;PLN;;;;;;1
TIS-C2639;;;;KF488508.1;STD;;;;;;;;;;;;2014-07-20;false;plastid;linear;;6f8b9253a4fc1255741e5e4aa8c3d5de;Halodule pinifolia;;;55315;;;;genomic DNA;public;;;;Halodule pinifolia voucher C2639 maturase K (matK) gene, partial cds plastid.;KF488508;;;;;;;;;;;false;2014-07-20;;;;870;C2639;;;PLN;;;;;;1
TIS-C2639;;;;KF488536.1;STD;;;;;;;;;;;;2014-07-20;false;mitochondrion;linear;;10cff5a16e7e61b3b7d6f7837163e2f7;Halodule pinifolia;;;55315;;;;genomic DNA;public;;;;Halodule pinifolia voucher C2639 NADH dehydrogenase subunit 5 (nad5) gene, partial cds mitochondrial.;KF488536;;;;;;;;;;;false;2014-07-20;;;;1151;C2639;;;PLN;;;;;;1
TIS-C2639;;;;KF488493.1;STD;;;;;;;;;;;;2014-07-20;false;plastid;linear;;133fe0761a322cc5af1bb72515071859;Halodule pinifolia;;;55315;;;;genomic DNA;public;;;;Halodule pinifolia voucher C2639 ribulose-1,5-carboxylase/oxygenase large subunit (rbcL) gene, partial cds plastid.;KF488493;;;;;;;;;;;false;2014-07-20;;;;1160;C2639;;;PLN;;;;;;1
TIS-C2639;;;;KF488557.1;STD;;;;;;;;;;;;2014-07-20;false;mitochondrion;linear;;fa1b67a24cf52c267440296609205d39;Halodule pinifolia;;;55315;;;;genomic DNA;public;;;;Halodule pinifolia voucher C2639 ATP synthase alpha subunit (atp1) gene, partial cds mitochondrial.;KF488557;;;;;;;;;;;false;2014-07-20;;;;752;C2639;;;PLN;;;;;;1
TIS-C2544;06-Sep-2009;Denmark;;KX808392.1;STD;;;;28545148;A. Cuenca;;;;;;;2017-06-20;false;mitochondrion;circular;;5d2d6059a1333f96249d944d21756639;Zostera marina;2009-09-06;;29655;;;;genomic DNA;public;;;;Zostera marina voucher C2544 mitochondrion, complete genome.;KX808392;A. Cuenca;;;;;;;;;2009-09-05;false;2017-06-20;;;;191481;C2544;;;PLN;;;;;;1
TIS-C2574;;;;KF488542.1;STD;;;;;;;;;;;;2014-07-20;false;mitochondrion;linear;;96b8c0e3bffc3af8d27ddaad4638ce51;Cymodocea nodosa;;;55448;;;;genomic DNA;public;;;;Cymodocea nodosa voucher C2574 apocytochrome B (cob) gene, partial cds mitochondrial.;KF488542;;;;;;;;;;;false;2014-07-20;;;;965;C2574;;;PLN;;;;;;1
TIS-C2574;;;;KF488530.1;STD;;;;;;;;;;;;2014-07-20;false;mitochondrion;linear;;65a4c8439df839c5f62354aa2bc2367d;Cymodocea nodosa;;;55448;;;;genomic DNA;public;;;;Cymodocea nodosa voucher C2574 NADH dehydrogenase subunit 5 (nad5) gene, partial cds mitochondrial.;KF488530;;;;;;;;;;;false;2014-07-20;;;;1151;C2574;;;PLN;;;;;;1
TIS-C2574;;;;KF488486.1;STD;;;;;;;;;;;;2014-07-20;false;plastid;linear;;c057cfc221058470fbdabe6d30d91c16;Cymodocea nodosa;;;55448;;;;genomic DNA;public;;;;Cymodocea nodosa voucher C2574 ribulose-1,5-carboxylase/oxygenase large subunit (rbcL) gene, partial cds plastid.;KF488486;;;;;;;;;;;false;2014-07-20;;;;1160;C2574;;;PLN;;;;;;1
TIS-C2574;;;;KF488501.1;STD;;;;;;;;;;;;2014-07-20;false;plastid;linear;;3a3fd5c18b68e48ca953e4815823bfef;Cymodocea nodosa;;;55448;;;;genomic DNA;public;;;;Cymodocea nodosa voucher C2574 maturase K (matK) gene, partial cds plastid.;KF488501;;;;;;;;;;;false;2014-07-20;;;;868;C2574;;;PLN;;;;;;1
TIS-C2574;;;;KF488518.1;STD;;;;;;;;;;;;2014-07-20;false;mitochondrion;linear;;96ee49463bed946f221d6ef40026e191;Cymodocea nodosa;;;55448;;;;genomic DNA;public;;;;Cymodocea nodosa voucher C2574 cytochrome c biogenesis B (ccmB) gene, partial cds mitochondrial.;KF488518;;;;;;;;;;;false;2014-07-20;;;;578;C2574;;;PLN;;;;;;1
TIS-C2348;;;;KF488544.1;STD;;;;;;;;;;;;2014-07-20;false;mitochondrion;linear;;3ae8ac49c99fbc8a3daa80c650290fb0;Cymodocea rotundata;;;1046423;;;;genomic DNA;public;;;;Cymodocea rotundata voucher C2348 apocytochrome B (cob) gene, partial cds mitochondrial.;KF488544;;;;;;;;;;;false;2014-07-20;;;;1031;C2348;;;PLN;;;;;;1
TIS-C2348;;;;KF488520.1;STD;;;;;;;;;;;;2014-07-20;false;mitochondrion;linear;;23c670f4ca4d0fbdb13c021f0b2e8547;Cymodocea rotundata;;;1046423;;;;genomic DNA;public;;;;Cymodocea rotundata voucher C2348 cytochrome c biogenesis B (ccmB) gene, partial cds mitochondrial.;KF488520;;;;;;;;;;;false;2014-07-20;;;;523;C2348;;;PLN;;;;;;1
TIS-C2348;;;;KF488532.1;STD;;;;;;;;;;;;2014-07-20;false;mitochondrion;linear;;11b3d963d1f7b5e924335907f11412cb;Cymodocea rotundata;;;1046423;;;;genomic DNA;public;;;;Cymodocea rotundata voucher C2348 NADH dehydrogenase subunit 5 (nad5) gene, partial cds mitochondrial.;KF488532;;;;;;;;;;;false;2014-07-20;;;;473;C2348;;;PLN;;;;;;1
TIS-C2348;;;;KF488489.1;STD;;;;;;;;;;;;2014-07-20;false;plastid;linear;;8b455806654c4b50753714250240bded;Cymodocea rotundata;;;1046423;;;;genomic DNA;public;;;;Cymodocea rotundata voucher C2348 ribulose-1,5-carboxylase/oxygenase large subunit (rbcL) gene, partial cds plastid.;KF488489;;;;;;;;;;;false;2014-07-20;;;;1014;C2348;;;PLN;;;;;;1
TIS-C2348;;;;KF488504.1;STD;;;;;;;;;;;;2014-07-20;false;plastid;linear;;8e1e9c8621739023922974f0dbf165a9;Cymodocea rotundata;;;1046423;;;;genomic DNA;public;;;;Cymodocea rotundata voucher C2348 maturase K (matK) gene, partial cds plastid.;KF488504;;;;;;;;;;;false;2014-07-20;;;;886;C2348;;;PLN;;;;;;1
TIS-C2348;;;;KF488554.1;STD;;;;;;;;;;;;2014-07-20;false;mitochondrion;linear;;1661d501b63c279380b671eebf4c4d04;Cymodocea rotundata;;;1046423;;;;genomic DNA;public;;;;Cymodocea rotundata voucher C2348 ATP synthase alpha subunit (atp1) gene, partial cds mitochondrial.;KF488554;;;;;;;;;;;false;2014-07-20;;;;1054;C2348;;;PLN;;;;;;1
TIS-C864;;;;KF632799.1;STD;;;;;;;;;;;;2016-06-23;false;plastid:chloroplast;linear;;3c07377727bb928cca52daf15805fc69;Halophila ovalis;;;62339;;;;genomic DNA;public;;;;Halophila ovalis voucher C864 maturase K (matK) gene, partial cds chloroplast.;KF632799;;;;;;;;;;;false;2015-07-03;;;;682;C864;;;PLN;;;;;;1
TIS-C520;;;;JX182964.1;STD;;;;;;;;;;;;2013-05-31;false;mitochondrion;linear;;34d973606594f56ccb007732c765c883;Philesia magellanica;;;59099;;;;genomic DNA;public;;;;Philesia magellanica NADH dehydrogenase subunit 5 (nad5) gene, partial cds mitochondrial.;JX182964;;;;;;;;;;;false;2013-05-31;;;;1151;C520;;;PLN;;;;;;1
TIS-C520;;;;KF632747.1;STD;;;;;;;;;;;;2016-06-23;false;mitochondrion;linear;;fcdca29022d5857e60e96efafb7be7f3;Philesia magellanica;;;59099;;;;genomic DNA;public;;;;Philesia magellanica voucher C520 cytochrome c biogenesis B (ccmB) gene, partial cds mitochondrial.;KF632747;;;;;;;;;;;false;2015-07-03;;;;578;C520;;;PLN;;;;;;1
TIS-C520;;;;KF632881.1;STD;;;;;;;;;;;;2016-06-23;false;mitochondrion;linear;;569bb4081289f9a73de14a8fbc68b0e6;Philesia magellanica;;;59099;;;;genomic DNA;public;;;;Philesia magellanica voucher C520 transport membrane protein (mttB) gene, partial cds mitochondrial.;KF632881;;;;;;;;;;;false;2015-07-03;;;;609;C520;;;PLN;;;;;;1
TIS-C1611;;;;EU110559.1;STD;;;;;;;;;;;;2009-04-26;false;plastid:chloroplast;linear;;c934e7d7c2320997288d1fffb8db37de;Crocus hadriaticus;;;323704;;;;genomic DNA;public;;;;Crocus hadriaticus voucher C1611 RpoC1 (rpoC1) gene, partial cds chloroplast.;EU110559;;;;;;;;;;;false;2008-08-31;;;;575;C1611;;;PLN;;;;;;1
TIS-C1611;;;;EU523363.1;STD;;;;19240801;;;;;;;;2009-04-22;false;plastid:chloroplast;linear;;ea8a164efc202995de077b7e53ac91fe;Crocus hadriaticus;;;323704;;;10.1371/journal.pone.0004598;genomic DNA;public;;;;Crocus hadriaticus voucher C1611 ATPase subunit I (atpF) gene, partial cds atpF-atpH intergenic spacer, complete sequence and ATPase subunit III (atpH) gene, partial cds chloroplast.;EU523363;;;;;;;;;;;false;2008-07-31;;;;571;C1611;;;PLN;;;;;;1
TIS-C1611;;;;EU496968.1;STD;;;;;;;;;;;;2009-03-31;false;plastid:chloroplast;linear;;3c472a26b11897fc32197333ab66e74e;Crocus hadriaticus;;;323704;;;;genomic DNA;public;;;;Crocus hadriaticus voucher C1611 maturase K (matK) gene, partial cds chloroplast.;EU496968;;;;;;;;;;;false;2009-03-31;;;;802;C1611;;;PLN;;;;;;1
TIS-C1611;;;;EU110284.1;STD;;;;;;;;;;;;2009-04-26;false;plastid:chloroplast;linear;;f732a68b5ac491018366f8710bb70d79;Crocus hadriaticus;;;323704;;;;genomic DNA;public;;;;Crocus hadriaticus voucher C1611 AccD (accD) gene, partial cds chloroplast.;EU110284;;;;;;;;;;;false;2008-08-31;;;;367;C1611;;;PLN;;;;;;1
TIS-C1611;;;;EU110731.1;STD;;;;;;;;;;;;2009-04-26;false;plastid:chloroplast;linear;;da7de0adeb5bf022c5f4ed4ea4d2f0b1;Crocus hadriaticus;;;323704;;;;genomic DNA;public;;;;Crocus hadriaticus voucher C1611 ribosomal protein L36 (rpL36) and ribosomal protein S8 (rpS8) genes, partial cds chloroplast.;EU110731;;;;;;;;;;;false;2008-08-31;;;;518;C1611;;;PLN;;;;;;1
TIS-C1611;;;;EU110149.1;STD;;;;;;;;;;;;2009-04-26;false;plastid:chloroplast;linear;;1486d02def6f60bb11611be2705cd954;Crocus hadriaticus;;;323704;;;;genomic DNA;public;;;;Crocus hadriaticus voucher C1611 photosystem II protein D1 (psbA) gene, partial cds chloroplast.;EU110149;;;;;;;;;;;false;2008-08-31;;;;609;C1611;;;PLN;;;;;;1
TIS-C1611;;;;EU110421.1;STD;;;;;;;;;;;;2009-04-26;false;plastid:chloroplast;linear;;d870eb5d0597b18ff83fcb768c3a18e8;Crocus hadriaticus;;;323704;;;;genomic DNA;public;;;;Crocus hadriaticus voucher C1611 NADH dehydrogenase subunit F (ndhF) gene, partial cds chloroplast.;EU110421;;;;;;;;;;;false;2008-08-31;;;;733;C1611;;;PLN;;;;;;1
TIS-C1626;;;;EU110738.1;STD;;;;;;;;;;;;2009-04-26;false;plastid:chloroplast;linear;;1f3b248886b474445f6bac888e4c7994;Crocus boryi;;;481038;;;;genomic DNA;public;;;;Crocus boryi voucher C1626 ribosomal protein L36 (rpL36) and ribosomal protein S8 (rpS8) genes, partial cds chloroplast.;EU110738;;;;;;;;;;;false;2008-08-31;;;;531;C1626;;;PLN;;;;;;1
TIS-C1626;;;;EU110156.1;STD;;;;;;;;;;;;2009-04-26;false;plastid:chloroplast;linear;;12d11503bb8df6e2d4bc9435ec9efb11;Crocus boryi;;;481038;;;;genomic DNA;public;;;;Crocus boryi voucher C1626 photosystem II protein D1 (psbA) gene, partial cds chloroplast.;EU110156;;;;;;;;;;;false;2008-08-31;;;;608;C1626;;;PLN;;;;;;1
TIS-C1626;;;;EU110291.1;STD;;;;;;;;;;;;2009-04-26;false;plastid:chloroplast;linear;;cac7554d616e6dcd4826fcff3ad32891;Crocus boryi;;;481038;;;;genomic DNA;public;;;;Crocus boryi voucher C1626 AccD (accD) gene, partial cds chloroplast.;EU110291;;;;;;;;;;;false;2008-08-31;;;;367;C1626;;;PLN;;;;;;1
